SFIN,Segregated Fund Name,NAV Date,NAV Per Unit,Company Name,Date,Sr.no.
ULGF 005 17/08/07 BO 110,Pension Bond Fund,26-08-2024,36.4313,TATA AIA Life Insurance Company Limited,26-Aug-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,26-08-2024,210.0358,TATA AIA Life Insurance Company Limited,26-Aug-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,26-08-2024,35.2830,TATA AIA Life Insurance Company Limited,26-Aug-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,26-08-2024,30.1638,TATA AIA Life Insurance Company Limited,26-Aug-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,26-08-2024,87.9672,TATA AIA Life Insurance Company Limited,26-Aug-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,26-08-2024,43.8959,TATA AIA Life Insurance Company Limited,26-Aug-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,26-08-2024,34.5904,TATA AIA Life Insurance Company Limited,26-Aug-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,26-08-2024,118.2971,TATA AIA Life Insurance Company Limited,26-Aug-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,26-08-2024,10,TATA AIA Life Insurance Company Limited,26-Aug-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,26-08-2024,42.7945,TATA AIA Life Insurance Company Limited,26-Aug-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,26-08-2024,33.6424,TATA AIA Life Insurance Company Limited,26-Aug-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,26-08-2024,10,TATA AIA Life Insurance Company Limited,26-Aug-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,26-08-2024,10,TATA AIA Life Insurance Company Limited,26-Aug-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,26-08-2024,10,TATA AIA Life Insurance Company Limited,26-Aug-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,26-08-2024,32.5788,TATA AIA Life Insurance Company Limited,26-Aug-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,26-08-2024,35.1698,TATA AIA Life Insurance Company Limited,26-Aug-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,26-08-2024,28.7599,TATA AIA Life Insurance Company Limited,26-Aug-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,26-08-2024,31.6675,TATA AIA Life Insurance Company Limited,26-Aug-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,26-08-2024,32.4854,TATA AIA Life Insurance Company Limited,26-Aug-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,26-08-2024,24.6911,TATA AIA Life Insurance Company Limited,26-Aug-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,26-08-2024,13.4381,TATA AIA Life Insurance Company Limited,26-Aug-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,26-08-2024,11.4945,TATA AIA Life Insurance Company Limited,26-Aug-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,26-08-2024,13.6435,TATA AIA Life Insurance Company Limited,26-Aug-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,26-08-2024,10.2112,TATA AIA Life Insurance Company Limited,26-Aug-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,08-08-2024,10,TATA AIA Life Insurance Company Limited,08-Aug-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,08-08-2024,21.9334,TATA AIA Life Insurance Company Limited,08-Aug-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,08-08-2024,23.8098,TATA AIA Life Insurance Company Limited,08-Aug-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,08-08-2024,73.9022,TATA AIA Life Insurance Company Limited,08-Aug-24,4
ULIF 028 12/01/09 IAF 110,Aggressive Flexi Fund,08-08-2024,44.9443,TATA AIA Life Insurance Company Limited,08-Aug-24,5
ULIF 030 12/01/09 IBF 110,Bond Fund,08-08-2024,31.3181,TATA AIA Life Insurance Company Limited,08-Aug-24,6
ULIF 061 15/07/14 ICF 110,India Consumption Fund,08-08-2024,58.4246,TATA AIA Life Insurance Company Limited,08-Aug-24,7
ULIF 029 12/01/09 ISF 110,Stable Flexi Fund,08-08-2024,33.2710,TATA AIA Life Insurance Company Limited,08-Aug-24,8
ULIF 026 12/01/09 ITF 110,Top 50 Fund,08-08-2024,92.3279,TATA AIA Life Insurance Company Limited,08-Aug-24,9
ULIF 027 12/01/09 ITT 110,Top 200 Fund,08-08-2024,168.4753,TATA AIA Life Insurance Company Limited,08-Aug-24,10
ULIF 060 15/07/14 MCF 110,Multi Cap Fund,08-08-2024,61.3061,TATA AIA Life Insurance Company Limited,08-Aug-24,11
ULIF 006 01/07/06 TAL 110,Aggressive Growth Fund,08-08-2024,81.4617,TATA AIA Life Insurance Company Limited,08-Aug-24,12
ULIF 005 04/02/04 TBL 110,Balanced Fund,08-08-2024,82.0512,TATA AIA Life Insurance Company Limited,08-Aug-24,13
ULIF 014 17/10/07 TCG 110,Capital Guarantee Fund,08-08-2024,30.2179,TATA AIA Life Insurance Company Limited,08-Aug-24,14
ULIF 001 04/02/04 TEL 110,Equity Fund,08-08-2024,154.8162,TATA AIA Life Insurance Company Limited,08-Aug-24,15
ULIF 008 01/07/06 TFL 110,Short Term Fixed Income Fund,08-08-2024,32.9908,TATA AIA Life Insurance Company Limited,08-Aug-24,16
ULIF 015 17/10/07 TGE 110,Growth Enabler Fund,08-08-2024,39.7603,TATA AIA Life Insurance Company Limited,08-Aug-24,17
ULIF 004 04/02/04 TGL 110,Growth Fund,08-08-2024,128.2762,TATA AIA Life Insurance Company Limited,08-Aug-24,18
ULIF 016 17/10/07 TGM 110,Growth Maximizer Fund,08-08-2024,44.7680,TATA AIA Life Insurance Company Limited,08-Aug-24,19
ULIF 002 04/02/04 TIL 110,Income Fund,08-08-2024,40.1144,TATA AIA Life Insurance Company Limited,08-Aug-24,20
ULIF 034 16/10/09 TIS 110,Infrastructure Fund,08-08-2024,52.9754,TATA AIA Life Insurance Company Limited,08-Aug-24,21
ULIF 017 07/01/08 TLC 110,Large Cap Equity Fund,08-08-2024,70.6856,TATA AIA Life Insurance Company Limited,08-Aug-24,22
ULIF 003 04/02/04 TLL 110,Liquid Fund,08-08-2024,32.8809,TATA AIA Life Insurance Company Limited,08-Aug-24,23
ULIF 024 06/10/08 TSE 110,Select Equity Fund,08-08-2024,121.0836,TATA AIA Life Insurance Company Limited,08-Aug-24,24
ULIF 007 01/07/06 TSL 110,Stable Growth Fund,08-08-2024,59.8911,TATA AIA Life Insurance Company Limited,08-Aug-24,25
ULIF 035 16/10/09 TSS 110,Super Select Equity Fund,08-08-2024,79.8713,TATA AIA Life Insurance Company Limited,08-Aug-24,26
ULIF 036 23/11/09 UCS 110,Super 110% Capital Guarantee Fund,08-08-2024,28.2606,TATA AIA Life Insurance Company Limited,08-Aug-24,27
ULIF 025 10/11/08 UCX 110,110% Capital Guarantee Fund,08-08-2024,25.1509,TATA AIA Life Insurance Company Limited,08-Aug-24,28
ULIF 010 04/01/07 WLA 110,Whole Life Aggressive Growth Fund,08-08-2024,87.0685,TATA AIA Life Insurance Company Limited,08-Aug-24,29
ULIF 009 04/01/07 WLE 110,Whole Life Mid Cap Equity Fund,08-08-2024,146.9685,TATA AIA Life Insurance Company Limited,08-Aug-24,30
ULIF 013 04/01/07 WLF 110,Whole Life Short Term Fixed Income Fund,08-08-2024,32.8715,TATA AIA Life Insurance Company Limited,08-Aug-24,31
ULIF 012 04/01/07 WLI 110,Whole Life Income Fund,08-08-2024,37.5362,TATA AIA Life Insurance Company Limited,08-Aug-24,32
ULIF 011 04/01/07 WLS 110,Whole Life Stable Growth Fund,08-08-2024,58.8652,TATA AIA Life Insurance Company Limited,08-Aug-24,33
ULIF 063 01/04/16 UCF 110,Policyholders Unclaimed Fund,08-08-2024,16.0720,TATA AIA Life Insurance Company Limited,08-Aug-24,34
ULIF 064 12/09/22 EOF 110,Emerging Opportunities Fund,08-08-2024,18.4184,TATA AIA Life Insurance Company Limited,08-Aug-24,35
ULIF 065 12/09/22 ESG 110,Sustainable Equity Fund,08-08-2024,15.3997,TATA AIA Life Insurance Company Limited,08-Aug-24,36
ULIF 066 12/09/22 DAF 110,Dynamic Advantage Fund,08-08-2024,14.6418,TATA AIA Life Insurance Company Limited,08-Aug-24,37
ULIF 068 25/04/23 FGF 110,Flexi Growth Fund,08-08-2024,11.9404,TATA AIA Life Insurance Company Limited,08-Aug-24,38
ULIF 071 22/05/23 SCF 110,Small Cap Discovery Fund,08-08-2024,16.8507,TATA AIA Life Insurance Company Limited,08-Aug-24,39
ULIF 073 17/01/24 RIF 110,Rising India Fund,08-08-2024,11.1788,TATA AIA Life Insurance Company Limited,08-Aug-24,40
ULIF 074 02/05/24 FG2 110,Flexi Growth Fund II,08-08-2024,9.7591,TATA AIA Life Insurance Company Limited,08-Aug-24,41
ULIF 075 09/05/24 MIF 110,Midcap Momentum Index Fund,08-08-2024,9.8166,TATA AIA Life Insurance Company Limited,08-Aug-24,42
ULIF 076 06/06/24 WI2 110,Whole Life Income Fund II,08-08-2024,10.0978,TATA AIA Life Insurance Company Limited,08-Aug-24,43
ULGF 006 17/08/07 BL 110,Pension Balanced Fund,08-08-2024,35.65,TATA AIA Life Insurance Company Limited,08-Aug-24,44
ULGF 005 17/08/07 BO 110,Pension Bond Fund,08-08-2024,36.2239,TATA AIA Life Insurance Company Limited,08-Aug-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,08-08-2024,200.1071,TATA AIA Life Insurance Company Limited,08-Aug-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,08-08-2024,34.9632,TATA AIA Life Insurance Company Limited,08-Aug-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,08-08-2024,29.9395,TATA AIA Life Insurance Company Limited,08-Aug-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,08-08-2024,83.2755,TATA AIA Life Insurance Company Limited,08-Aug-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,08-08-2024,43.0547,TATA AIA Life Insurance Company Limited,08-Aug-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,08-08-2024,34.3929,TATA AIA Life Insurance Company Limited,08-Aug-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,08-08-2024,113.2372,TATA AIA Life Insurance Company Limited,08-Aug-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,08-08-2024,10,TATA AIA Life Insurance Company Limited,08-Aug-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,08-08-2024,42.5479,TATA AIA Life Insurance Company Limited,08-Aug-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,08-08-2024,33.5443,TATA AIA Life Insurance Company Limited,08-Aug-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,08-08-2024,10,TATA AIA Life Insurance Company Limited,08-Aug-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,08-08-2024,10,TATA AIA Life Insurance Company Limited,08-Aug-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,08-08-2024,10,TATA AIA Life Insurance Company Limited,08-Aug-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,08-08-2024,32.2953,TATA AIA Life Insurance Company Limited,08-Aug-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,08-08-2024,34.7161,TATA AIA Life Insurance Company Limited,08-Aug-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,08-08-2024,28.5258,TATA AIA Life Insurance Company Limited,08-Aug-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,08-08-2024,31.2877,TATA AIA Life Insurance Company Limited,08-Aug-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,08-08-2024,32.3918,TATA AIA Life Insurance Company Limited,08-Aug-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,08-08-2024,23.7482,TATA AIA Life Insurance Company Limited,08-Aug-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,08-08-2024,13.3599,TATA AIA Life Insurance Company Limited,08-Aug-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,08-08-2024,11.4601,TATA AIA Life Insurance Company Limited,08-Aug-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,08-08-2024,13.4952,TATA AIA Life Insurance Company Limited,08-Aug-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,08-08-2024,9.9992,TATA AIA Life Insurance Company Limited,08-Aug-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,21-08-2024,10,TATA AIA Life Insurance Company Limited,21-Aug-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,21-08-2024,21.9209,TATA AIA Life Insurance Company Limited,21-Aug-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,21-08-2024,23.8642,TATA AIA Life Insurance Company Limited,21-Aug-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,21-08-2024,76.3688,TATA AIA Life Insurance Company Limited,21-Aug-24,4
ULIF 028 12/01/09 IAF 110,Aggressive Flexi Fund,21-08-2024,46.0476,TATA AIA Life Insurance Company Limited,21-Aug-24,5
ULIF 030 12/01/09 IBF 110,Bond Fund,21-08-2024,31.4641,TATA AIA Life Insurance Company Limited,21-Aug-24,6
ULIF 061 15/07/14 ICF 110,India Consumption Fund,21-08-2024,60.5028,TATA AIA Life Insurance Company Limited,21-Aug-24,7
ULIF 029 12/01/09 ISF 110,Stable Flexi Fund,21-08-2024,33.6048,TATA AIA Life Insurance Company Limited,21-Aug-24,8
ULIF 026 12/01/09 ITF 110,Top 50 Fund,21-08-2024,95.1710,TATA AIA Life Insurance Company Limited,21-Aug-24,9
ULIF 027 12/01/09 ITT 110,Top 200 Fund,21-08-2024,173.8635,TATA AIA Life Insurance Company Limited,21-Aug-24,10
ULIF 060 15/07/14 MCF 110,Multi Cap Fund,21-08-2024,63.4339,TATA AIA Life Insurance Company Limited,21-Aug-24,11
ULIF 006 01/07/06 TAL 110,Aggressive Growth Fund,21-08-2024,84.2420,TATA AIA Life Insurance Company Limited,21-Aug-24,12
ULIF 005 04/02/04 TBL 110,Balanced Fund,21-08-2024,83.9530,TATA AIA Life Insurance Company Limited,21-Aug-24,13
ULIF 014 17/10/07 TCG 110,Capital Guarantee Fund,21-08-2024,30.4123,TATA AIA Life Insurance Company Limited,21-Aug-24,14
ULIF 001 04/02/04 TEL 110,Equity Fund,21-08-2024,159.6994,TATA AIA Life Insurance Company Limited,21-Aug-24,15
ULIF 008 01/07/06 TFL 110,Short Term Fixed Income Fund,21-08-2024,33.0591,TATA AIA Life Insurance Company Limited,21-Aug-24,16
ULIF 015 17/10/07 TGE 110,Growth Enabler Fund,21-08-2024,40.4179,TATA AIA Life Insurance Company Limited,21-Aug-24,17
ULIF 004 04/02/04 TGL 110,Growth Fund,21-08-2024,132.6931,TATA AIA Life Insurance Company Limited,21-Aug-24,18
ULIF 016 17/10/07 TGM 110,Growth Maximizer Fund,21-08-2024,45.9884,TATA AIA Life Insurance Company Limited,21-Aug-24,19
ULIF 002 04/02/04 TIL 110,Income Fund,21-08-2024,40.2913,TATA AIA Life Insurance Company Limited,21-Aug-24,20
ULIF 034 16/10/09 TIS 110,Infrastructure Fund,21-08-2024,53.8182,TATA AIA Life Insurance Company Limited,21-Aug-24,21
ULIF 017 07/01/08 TLC 110,Large Cap Equity Fund,21-08-2024,72.7040,TATA AIA Life Insurance Company Limited,21-Aug-24,22
ULIF 003 04/02/04 TLL 110,Liquid Fund,21-08-2024,32.9491,TATA AIA Life Insurance Company Limited,21-Aug-24,23
ULIF 024 06/10/08 TSE 110,Select Equity Fund,21-08-2024,125.7170,TATA AIA Life Insurance Company Limited,21-Aug-24,24
ULIF 007 01/07/06 TSL 110,Stable Growth Fund,21-08-2024,61.0946,TATA AIA Life Insurance Company Limited,21-Aug-24,25
ULIF 035 16/10/09 TSS 110,Super Select Equity Fund,21-08-2024,83.0866,TATA AIA Life Insurance Company Limited,21-Aug-24,26
ULIF 036 23/11/09 UCS 110,Super 110% Capital Guarantee Fund,21-08-2024,28.4699,TATA AIA Life Insurance Company Limited,21-Aug-24,27
ULIF 025 10/11/08 UCX 110,110% Capital Guarantee Fund,21-08-2024,25.3502,TATA AIA Life Insurance Company Limited,21-Aug-24,28
ULIF 010 04/01/07 WLA 110,Whole Life Aggressive Growth Fund,21-08-2024,89.8698,TATA AIA Life Insurance Company Limited,21-Aug-24,29
ULIF 009 04/01/07 WLE 110,Whole Life Mid Cap Equity Fund,21-08-2024,153.5011,TATA AIA Life Insurance Company Limited,21-Aug-24,30
ULIF 013 04/01/07 WLF 110,Whole Life Short Term Fixed Income Fund,21-08-2024,32.9380,TATA AIA Life Insurance Company Limited,21-Aug-24,31
ULIF 012 04/01/07 WLI 110,Whole Life Income Fund,21-08-2024,37.7228,TATA AIA Life Insurance Company Limited,21-Aug-24,32
ULIF 011 04/01/07 WLS 110,Whole Life Stable Growth Fund,21-08-2024,59.9963,TATA AIA Life Insurance Company Limited,21-Aug-24,33
ULIF 063 01/04/16 UCF 110,Policyholders Unclaimed Fund,21-08-2024,16.1097,TATA AIA Life Insurance Company Limited,21-Aug-24,34
ULIF 064 12/09/22 EOF 110,Emerging Opportunities Fund,21-08-2024,18.9223,TATA AIA Life Insurance Company Limited,21-Aug-24,35
ULIF 065 12/09/22 ESG 110,Sustainable Equity Fund,21-08-2024,15.9106,TATA AIA Life Insurance Company Limited,21-Aug-24,36
ULIF 066 12/09/22 DAF 110,Dynamic Advantage Fund,21-08-2024,14.9736,TATA AIA Life Insurance Company Limited,21-Aug-24,37
ULIF 068 25/04/23 FGF 110,Flexi Growth Fund,21-08-2024,12.3474,TATA AIA Life Insurance Company Limited,21-Aug-24,38
ULIF 071 22/05/23 SCF 110,Small Cap Discovery Fund,21-08-2024,17.4690,TATA AIA Life Insurance Company Limited,21-Aug-24,39
ULIF 073 17/01/24 RIF 110,Rising India Fund,21-08-2024,11.6073,TATA AIA Life Insurance Company Limited,21-Aug-24,40
ULIF 074 02/05/24 FG2 110,Flexi Growth Fund II,21-08-2024,10.0504,TATA AIA Life Insurance Company Limited,21-Aug-24,41
ULIF 075 09/05/24 MIF 110,Midcap Momentum Index Fund,21-08-2024,10.1958,TATA AIA Life Insurance Company Limited,21-Aug-24,42
ULIF 076 06/06/24 WI2 110,Whole Life Income Fund II,21-08-2024,10.1449,TATA AIA Life Insurance Company Limited,21-Aug-24,43
ULGF 006 17/08/07 BL 110,Pension Balanced Fund,21-08-2024,35.9656,TATA AIA Life Insurance Company Limited,21-Aug-24,44
ULGF 005 17/08/07 BO 110,Pension Bond Fund,21-08-2024,36.3993,TATA AIA Life Insurance Company Limited,21-Aug-24,45
ULGF 001 02/03/04 E1 110,Pension Equity Fund,21-08-2024,207.2085,TATA AIA Life Insurance Company Limited,21-Aug-24,46
ULIF 018 04/02/08 FBP 110,Future Balanced Pension Fund,21-08-2024,35.2135,TATA AIA Life Insurance Company Limited,21-Aug-24,47
ULIF 019 04/02/08 FCG 110,Future Capital Guarantee Pension Fund,21-08-2024,30.1089,TATA AIA Life Insurance Company Limited,21-Aug-24,48
ULIF 020 04/02/08 FEP 110,Future Equity Pension Fund,21-08-2024,87.1694,TATA AIA Life Insurance Company Limited,21-Aug-24,49
ULIF 021 04/02/08 FGP 110,Future Growth Pension Fund,21-08-2024,43.6563,TATA AIA Life Insurance Company Limited,21-Aug-24,50
ULIF 022 04/02/08 FIP 110,Future Income Pension Fund,21-08-2024,34.5570,TATA AIA Life Insurance Company Limited,21-Aug-24,51
ULIF 023 06/10/08 FSE 110,Future Select Equity Fund.,21-08-2024,116.9082,TATA AIA Life Insurance Company Limited,21-Aug-24,52
ULGF 007 17/08/07 G2 110,Pension Growth Fund,21-08-2024,10,TATA AIA Life Insurance Company Limited,21-Aug-24,53
ULGF 002 02/03/04 I1 110,Pension Income Fund,21-08-2024,42.7563,TATA AIA Life Insurance Company Limited,21-Aug-24,54
ULGF 003 02/03/04 L1 110,Pension Liquid Fund,21-08-2024,33.6150,TATA AIA Life Insurance Company Limited,21-Aug-24,55
ULGF 008 17/08/07 M1 110,Pension Maxima Fund,21-08-2024,10,TATA AIA Life Insurance Company Limited,21-Aug-24,56
ULIF 040 20/01/10 PI3 110,Apex Pension 15 Investment Fund,21-08-2024,10,TATA AIA Life Insurance Company Limited,21-Aug-24,57
ULIF 041 20/01/10 PI4 110,Apex Pension 20 Investment Fund,21-08-2024,10,TATA AIA Life Insurance Company Limited,21-Aug-24,58
ULIF 044 20/01/10 PR3 110,Apex Pension 15 Return Lock-in Fund,21-08-2024,32.5050,TATA AIA Life Insurance Company Limited,21-Aug-24,59
ULIF 045 20/01/10 PR4 110,Apex Pension 20 Return Lock-In Fund,21-08-2024,35.0524,TATA AIA Life Insurance Company Limited,21-Aug-24,60
ULIF 050 01/07/10 PR7 110,Apex Pension 15 Return Lock-in Fund II,21-08-2024,28.6951,TATA AIA Life Insurance Company Limited,21-Aug-24,61
ULIF 051 01/07/10 PR8 110,Apex Pension 20 Return Lock-in Fund II,21-08-2024,31.5636,TATA AIA Life Insurance Company Limited,21-Aug-24,62
ULGF 004 01/07/06 S1 110,Pension Short Term Fixed Income,21-08-2024,32.4526,TATA AIA Life Insurance Company Limited,21-Aug-24,63
ULGF00928/03/18GRPPREMEQU110,Group Premier Equity Fund,21-08-2024,24.4158,TATA AIA Life Insurance Company Limited,21-Aug-24,64
ULGF01028/03/18GRPINCADVT110,Group Income Advantage Fund,21-08-2024,13.4261,TATA AIA Life Insurance Company Limited,21-Aug-24,65
ULGF01128/03/18GRPSHTRMDB110,Group Short Term Debt Fund,21-08-2024,11.4832,TATA AIA Life Insurance Company Limited,21-Aug-24,66
ULGF01228/03/18GRPDEFMNGD110,Group Defensive Managed Fund,21-08-2024,13.5982,TATA AIA Life Insurance Company Limited,21-Aug-24,67
ULGF01328/03/18GRPGWTADVT110,Group Growth Advantage Fund,21-08-2024,10.1476,TATA AIA Life Insurance Company Limited,21-Aug-24,68
ULIF 054 01/02/11 ASI 110,Apex Supreme Investment Fund,14-08-2024,10,TATA AIA Life Insurance Company Limited,14-Aug-24,1
ULIF 055 01/02/11 ASR 110,Apex Supreme Return Lock-in Fund,14-08-2024,21.9276,TATA AIA Life Insurance Company Limited,14-Aug-24,2
ULIF 053 07/01/11 DCF 110,Discontinued Policy Fund,14-08-2024,23.8349,TATA AIA Life Insurance Company Limited,14-Aug-24,3
ULIF 037 04/01/10 FSS 110,Super Select Equity Pension Fund,14-08-2024,73.9561,TATA AIA Life Insurance Company Limited,14-Aug-24,4
ULIF 028 12/01/09 IAF 110,Aggressive Flexi Fund,14-08-2024,44.9547,TATA AIA Life Insurance Company Limited,14-Aug-24,5
ULIF 030 12/01/09 IBF 110,Bond Fund,14-08-2024,31.3758,TATA AIA Life Insurance Company Limited,14-Aug-24,6
ULIF 061 15/07/14 ICF 110,India Consumption Fund,14-08-2024,58.6782,TATA AIA Life Insurance Company Limited,14-Aug-24,7
ULIF 029 12/01/09 ISF 110,Stable Flexi Fund,14-08-2024,33.3024,TATA AIA Life Insurance Company Limited,14-Aug-24,8
ULIF 026 12/01/09 ITF 110,Top 50 Fund,14-08-2024,92.6832,TATA AIA Life Insurance Company Limited,14-Aug-24,9
ULIF 027 12/01/09 ITT 110,Top 200 Fund,14-08-2024,168.4006,TATA AIA Life Insurance Company Limited,14-Aug-24,10
ULIF 060 15/07/14 MCF 110,Multi Cap Fund,14-08-2024,61.4131,TATA AIA Life Insurance Company Limited,14-Aug-24,11
ULIF 006 01/07/06 TAL 110,Aggressive Growth Fund,14-08-2024,81.4285,TATA AIA Life Insurance Company Limited,14-Aug-24,12
ULIF 005 04/02/04 TBL 110,Balanced Fund,14-08-2024,82.1141,TATA AIA Life Insurance Company Limited,14-Aug-24,13
ULIF 014 17/10/07 TCG 110,Capital Guarantee Fund,14-08-2024,30.2754,TATA AIA Life Insurance Company Limited,14-Aug-24,14
ULIF 001 04/02/04 TEL 110,Equity Fund,14-08-2024,155.6694,TATA AIA Life Insurance Company Limited,14-Aug-24,15
ULIF 008 01/07/06 TFL 110,Short Term Fixed Income Fund,14-08-2024,33.0283,TATA AIA Life Insurance Company Limited,14-Aug-24,16
ULIF 015 17/10/07 TGE 110,Growth Enabler Fund,14-08-2024,39.8149,TATA AIA Life Insurance Company Limited,14-Aug-24,17
ULIF 004 04/02/04 TGL 110,Growth Fund,14-08-2024,128.3298,TATA AIA Life Insurance Company Limited,14-Aug-24,18
ULIF 016 17/10/07 TGM 110,Growth Maximizer Fund,14-08-2024,44.7640,TATA AIA Life Insurance Company Limited,14-Aug-24,19
ULIF 002 04/02/04 TIL 110,Income Fund,14-08-2024,40.1870,TATA AIA Life Insurance Company Limited,14-Aug-24,20
ULIF 034 16/10/09 TIS 110,Infrastructure Fund,14-08-2024,52.5616,TATA AIA Life Insurance Company Limited,14-Aug-24,21
ULIF 017 07/01/08 TLC 110,Large Cap Equity Fund,14-08-2024,70.8179,TATA AIA Life Insurance Company Limited,14-Aug-24,22
ULIF 003 04/02/04 TLL 110,Liquid Fund,14-08-2024,32.9120,TATA AIA Life Insurance Company Limited,14-Aug-24,23
ULIF 024 06/10/08 TSE 110,Select Equity Fund,14-08-2024,121.5348,TATA AIA Life Insurance Company Limited,14-Aug-24,24
ULIF 007 01/07/06 TSL 110,Stable Growth Fund,14-08-2024,59.9944,TATA AIA Life Insurance Company Limited,14-Aug-24,25
ULIF 035 16/10/09 TSS 110,Super Select Equity Fund,14-08-2024,80.3072,TATA AIA Life Insurance Company Limited,14-Aug-24,26
ULIF 036 23/11/09 UCS 110,Super 110% Capital Guarantee Fund,14-08-2024,28.2970,TATA AIA Life Insurance Company Limited,14-Aug-24,27
ULIF 025 10/11/08 UCX 110,110% Capital Guarantee Fund,14-08-2024,25.1813,TATA AIA Life Insurance Company Limited,14-Aug-24,28
ULIF 010 04/01/07 WLA 110,Whole Life Aggressive Growth Fund,14-08-2024,87.1985,TATA AIA Life Insurance Company Limited,14-Aug-24,29
ULIF 009 04/01/07 WLE 110,Whole Life Mid Cap Equity Fund,14-08-2024,148.0833,TATA AIA Life Insurance Company Limited,14-Aug-24,30
ULIF 013 04/01/07 WLF 110,Whole Life Short Term Fixed Income Fund,14-08-2024,32.9073,TATA AIA Life Insurance Company Limited,14-Aug-24,31
ULIF 012 04/01/07 WLI 110,Whole Life Income Fund,14-08-2024,37.6127,TATA AIA Life Insurance Company Limited,14-Aug-24,32
ULIF 011 04/01/07 WLS 110,Whole Life Stable Growth Fund,14-08-2024,58.8695,TATA AIA Life Insurance Company Limited,14-Aug-24,33
ULIF 063 01/04/16 UCF 110,Policyholders Unclaimed Fund,14-08-2024,16.0894,TATA AIA Life Insurance Company Limited,14-Aug-24,34
ULIF 064 12/09/22 EOF 110,Emerging Opportunities Fund,14-08-2024,18.3436,TATA AIA Life Insurance Company Limited,14-Aug-24,35
